song_name,artist,genre,tags,song_length_sec,tempo_bpm,popularity_score,time_of_day,is_explicit,user_liked_previous_song,skipped
Epilogue: Ragtime (Reprise) / Wheels of a Dream (Reprise),Ragtime Orchestra,show tunes,,232,121.23659629401756,5,afternoon,0,1,0
Turn Into,Jay Som,bay area indie,"Dreamy, cool, beautiful, chill, nostalgic",253,98.13672750802604,57,evening,1,1,0
No Stranger,Small Black,nu gaze,"american, synthpop, 2013",243,115.36186384425204,68,evening,0,0,0
Sigo En Lo Mio Ft. Zimple - Original Mix,Anexo Leiruk,deep latin hip hop,,228,108.71765391614124,27,evening,1,1,0
Finish Him,Dead End Tragedy,beatdown,,207,124.78761765628772,61,evening,0,0,0
16. August 15:05,"Uve Teschner, Christian Schäfer, Gabriele Blum, Vera Molitor, Rodja Tröscher, Oliver Siebeck",hoerspiel,,143,140.10675669034717,40,evening,0,1,0
Se stasera sono qui,Miriana,volksmusik,,227,91.87241295531383,68,morning,1,1,0
One True God (feat. Chris Tomlin),"Steven Curtis Chapman, Chris Tomlin",ccm,,218,121.72539118721126,81,morning,1,1,0
The Gentle Maiden/My Wild Irish Rose/Kitty Of Coleraine/Believe Me,Fred Hanna,irish country,,220,117.5980080665004,89,night,0,0,0
God Talks to Me,Benton Blount,lift kit,,158,130.070101146757,83,morning,1,1,0
Pesenka O Soldatskih Sapogah - Song About Soldier Boots,Bulat Okudzava (Булат Окуджава),russian folk,,166,123.19794942356532,40,night,1,0,0
Chase You Down (Radio Edit),RUNAGROUND,viral pop,,252,108.72046002391772,48,night,1,1,0
There Is Power,Lincoln Brewster,christian alternative rock,,208,115.21419096500072,90,afternoon,1,1,1
Resist to Rebuild,Harasai,deep melodic death metal,Melodic Death Metal,237,108.05961214794766,48,evening,1,1,0
Anything Could Happen,The Clean,experimental rock,"indie, post-punk",211,136.140107078979,75,morning,1,1,0
Candyman,Ugly Americans,deep hardcore punk,,211,120.31967473007911,70,afternoon,1,0,0
Indian Summer - Tribute to Café del Mar,Nu Soul Guru,deep chill-out,,247,148.5178602862951,2,morning,1,0,0
Forever Young,Alphaville,synthpop,"80s, pop",189,119.0900877927807,9,night,0,1,0
Lady Groove,"Frank D, Co",sunset lounge,,213,109.37389849634306,97,morning,1,1,0
An Hypallage,"Chris Dench, Loré Lixenberg, Omar Ebrahim, Jonathan Powell",tzadik,,191,97.2942841108076,88,evening,0,0,0
Acid Ramen - Original Mix,DJ Warp,re:techno,,192,92.95290485616084,34,night,1,0,0
Irónico Ser,Crucis,italian progressive rock,Progressive rock,197,96.23796085491765,79,night,1,0,1
Cant Take My Eyes Off You,Tommy Fleming,irish country,,218,124.00689976517224,1,afternoon,1,0,1
Future Shock,Splatterpunk,dark electro-industrial,ebm,190,127.630875348449,23,evening,1,1,0
When Your Lover Has Gone,"Ben Webster, Oscar Peterson",soul jazz,"jazz, Jazz Tenor Sax, Instrumental Jazz Tag",260,96.282139469518,73,night,0,1,0
El Velo,Estados alterados,colombian rock,"rock, rock en español",174,133.4255747111417,37,evening,0,0,0
The Sacrifice (gapless),Höstsonaten,italian progressive rock,,202,112.7540842247484,21,morning,1,0,0
They Stole The Music,Carlos Andrés Gómez,spoken word,,192,122.20189517978324,25,evening,0,0,0
"Alouette, Gentille Alouette",Charlotte Grenat,musique pour enfants,,267,144.18330942383136,42,night,1,0,0
La ritournelle satanique,Zzzzra,ambient dub techno,,217,133.45258973798298,54,afternoon,1,0,0
Circles - AlterImage Remix,Dpen,dark progressive house,,251,115.97204028141252,38,night,0,0,0
Akatsukino Kodo,Unchain,japanese city pop,,150,106.63211661877068,90,evening,0,1,0
Deep in the Night,"Snails, Pegboard Nerds",catstep,,220,87.72276898006042,28,evening,1,1,0
With My Maker I Am One,Eric Bibb,acoustic blues,"blues, acoustic blues, vugube62",245,109.2127002113637,19,night,1,1,0
Seldom Blue,Alexander Zonjic,deep smooth jazz,jazz,213,116.83304641758458,90,evening,0,0,0
Le Vecchie Per Individia Sono Pazze (Willaert),Syntagma Musicum,early music ensemble,,252,105.19230709273224,40,morning,1,0,0
Mitt i djungeln (Där sover lejonen),Nassim Al Fakir,barnmusik,,189,118.03114549361544,53,night,0,0,0
"High Buildings, Small People - Jacco@Work Remix","Jacco@Work, The Kinetic Movement",dark progressive house,,266,121.15277824438152,19,afternoon,1,1,0
I Don't Feel So Alive,Gabriella Cohen,australian indie,,301,116.62716027287884,18,night,1,0,0
Understand - Original Mix,ReSketch,future garage,,195,110.2499612876481,83,morning,0,0,0
愛愛愛,Khalil Fong,c-pop,"taiwan, pop, r&b",192,122.52982007950092,98,morning,0,1,0
Ghc,Villain of the Story,post-screamo,,268,126.62910974354114,65,morning,0,0,0
Dicen Que,"Victor Rutty, Rober del Pyro, DJ Kaef",spanish hip hop,,273,103.64401383835732,29,morning,1,1,0
God Of This City,Bluetree,alternative ccm,"worship, praise, God of this city 2",189,141.16398569619406,52,morning,1,1,1
Couleur menthe à l'eau,Eddy Mitchell,chanson,"Français, classique francais, mes chansons",193,118.52117801573608,33,afternoon,1,0,0
Bier und ein Apfelkorn,Die Originalen,deep discofox,,198,120.28274434417273,21,evening,1,1,0
Turn Your Head Around,"L'Assemblée, Dupuis",hip hop quebecois,,156,130.62321634884836,66,morning,0,0,0
Intentalo Tu,Joe Veras,bachata,"bachata, Joe Veras",173,123.49824196895251,5,morning,1,1,0
Bantous pachanga,Les Bantous De La Capitale,soukous,african,169,134.29704950869868,78,night,1,0,0
Shanagolden,Paddy Day,irish country,irish,179,124.30686247802736,26,afternoon,1,1,0
Wreak Havoc,Skylar Grey,viral pop,"pop, Suicide Squad, amazing",208,110.81343938039343,9,afternoon,0,0,0
Saluman Akhatsa,Zedashe,caucasian folk,,219,125.42255287809152,72,evening,1,1,0
Na nha paz,Kido Semedo,kizomba,,272,102.84410689019008,96,afternoon,1,1,0
Johnny Too Bad,The Slickers,ska,"reggae, ska",170,121.62839558664784,95,night,0,1,0
Quis dabit oculis,"Ludwig Senfl, Stile Antico",renaissance,,249,119.5015501403331,47,night,1,0,0
Summertime Girl,Los Iberos,spanish invasion,"pop, psychedelic, 60s",201,116.87824714091192,69,evening,1,0,1
Réconciliation,DJ Jacob,zouglou,,208,118.07193732841604,58,night,0,1,0
Goldmine,See Green,deep indie singer-songwriter,favorites 2010,236,91.77226431753542,99,morning,1,0,0
Farin Uttan At Verða Vekk (Carmen Rizzo Remix),Valravn,nordic folk,,165,111.76912638388558,58,morning,1,1,0
Your Cheatin' Heart - Single Version,"Hank Williams, Drifting Cowboys",rockabilly,,225,121.39267351711672,1,night,1,0,0
Sediment,Halma,instrumental post rock,,216,122.397845879961,28,evening,0,1,0
El Monstruo el Viento del Alba,Prietto Viaja al Cosmos con Mariano,argentine rock,,229,104.58487288611065,67,afternoon,1,0,0
Johnny Had a Boyfriend,Traffic Island,finnish indie,,221,138.98561761297051,64,evening,1,1,0
Ballad of Cowboyaredee,ELLIOT EASTON'S TIKI GODS,surf music,,308,107.00737727678248,82,afternoon,0,1,0
Conscious Development,ResiNation,traditional reggae,,184,134.54185800790106,25,night,0,1,0
Heartless,"Jacob Tillberg, Johnning",bass trap,,188,126.40791542807528,88,night,1,1,0
Chica Ye-Ye,Conchita Velasco,spanish invasion,"spanish, de culto, pop",185,110.30659035234297,9,morning,1,0,0
Anna (Go To Him),Arthur Alexander,new orleans blues,"soul, 60s",187,146.62966338914268,52,afternoon,1,1,0
Valse,Pierre-Yves Macé,tzadik,,184,102.0954475236528,78,evening,1,0,0
Driveway to Driveway,Superchunk,jangle pop,"heard on Pandora, favorites",257,133.78731260415003,58,night,0,0,0
Different Name,"John Scott Young, Forerunner Music",deep ccm,,266,135.00873477064468,21,evening,1,1,0
Fanfare for the Broken Hearted,Comedy of Errors,progressive rock,"Progressive rock, 6 of 10 stars, recos",187,109.94069686385032,50,morning,0,0,1
Bye Is Such A Lonely Word,Gilli Moon,ectofolk,,176,140.88697950096494,47,afternoon,0,0,0
Don't Know Malendro (Dim's Re-Edit) - Mixed,DJ Gregory,deep house,,228,116.2493022810157,20,afternoon,1,0,0
Oldskool Mayhem,Dione,dark hardcore,,187,124.33040443919784,21,night,1,1,0
Shortwave,"Monster Movie, Christian Savill of Slowdive, Sean Hewson of Sarah Records' Eternal",shoegaze,,235,123.90482758156833,99,afternoon,0,0,0
Skip a Rope,Henson Cargill,nashville sound,"country, classic country",218,117.98536887794178,97,night,0,0,0
It's Too Late,Carole King,lilith,"70s, female vocalists",149,132.16212409739674,29,morning,1,1,0
Miss Lyon's Fancy/The Dairy Maid,The Mulcahy Family,jig and reel,,271,131.90233080828318,24,afternoon,0,1,0
Trombone Concerto-Allego,Joseph Alessi and Philip Smith,brass ensemble,,281,93.77202040142728,27,night,1,0,1
I’m in the Market for You,"James F. Hanley, Louis Armstrong",tin pan alley,,185,139.56510364317228,64,evening,1,1,0
Orloj,Milan Drličiak,classic czech pop,,194,95.06262017946489,44,night,0,0,0
Yodukha Rayonai,Divahn,judaica,"kahvaltigrubu, World Music",221,135.48819306512485,67,afternoon,0,0,0
Kaboran,Gamelan of Java,gamelan,,223,136.90057705241375,6,morning,1,0,0
"Berlioz: Roméo et Juliette, Op. 17, H. 79, Pt. 4: No. 9, Scherzo, ""La Reine Mab ou la fée des songes"" (Orchestra)","Hector Berlioz, Jessye Norman/John Aler/Simon Estes/Westminster Choir/Joseph Flummerfelt/Philadelphia Orchestra/Riccardo Muti, Riccardo Muti, Philadelphia Orchestra",baroque,,236,103.63550354677204,48,afternoon,0,1,0
Pipunu Malaka,Shalitha Abeywickrama,sinhala,,290,113.83778568068122,8,afternoon,1,0,0
Luna lunera,Mambo Jambo,benga,,202,103.41442997271096,35,night,1,1,0
Headlights,"Run, Forever",folk punk,,178,116.77618454566895,82,evening,1,1,0
Wonderland - Original Mix,Small Town Deejays,italo dance,,154,115.37948573721388,0,afternoon,0,0,1
No Me Lo Creo,Parrita,rumba,,180,131.6949079840401,9,evening,1,1,0
Limp,Ev,breton folk,,208,139.65463119179412,35,night,1,1,0
Rechtop In De Wind,Marcha,cumbia villera,"Eurosong, Eurovision, Eurovision Song Contest",281,140.93525716184934,72,evening,1,1,0
Shavlego,Iveroni,caucasian folk,,189,111.56747960132547,45,night,1,1,1
Killing In The Name - Remastered,Rage Against The Machine,rock,"alternative, rap metal",218,116.86167189383208,31,morning,1,1,0
A Ghost in the Room,Underwater Sleeping Society,suomi rock,,209,94.74842711668576,31,evening,1,0,0
Valley Of Darkness,Hate,deathgrind,"6 of 10 stars, death metal",257,107.91194900255717,5,evening,1,1,0
Everyday,Lucy Pearl,neo soul,"soul, rnb",311,134.47277449646185,47,morning,1,0,1
The Blizzard Of '99,Sweep the Leg Johnny,math rock,Artists i need to look into,188,144.23374235322348,37,evening,1,0,0
Goatcraft Torment,Urgehal,black death,"black metal, Norwegian Black Metal",190,101.48476692180115,16,morning,1,0,0
La Buena y la Mala,Banda Tierra Sagrada,grupera,,251,111.11303611270658,73,afternoon,1,0,0
No Beer In Heaven,Dick Rodgers,polka,,237,119.60391364561607,26,night,0,0,0
Pseudo-Horizon,Wormed,goregrind,Technical Brutal Death Metal,283,124.2024173822941,53,morning,1,0,0
Rawhide,"Frankie Laine, Jimmy Carroll & His Orchestra",brill building pop,,233,107.85594720117533,49,evening,1,1,0
Brendan Tonra's/Castletown Connors/Four Courts,Liverpool Céilí Band,ceilidh,,195,126.36091566696136,34,morning,1,1,0
Lucky Stars,The Spinoffs,deep power-pop punk,,233,112.89240979393624,84,evening,0,1,1
Sonido Bestial,Richie Ray & Bobby Cruz,salsa international,"salsa, salsa vieja, Sonido Bestial",254,119.7832159368258,24,afternoon,1,0,0
Comadre Compadre,Los Fatales,rio de la plata,,242,128.1942637200555,27,morning,0,1,0
Super Bad,Urd,k-hop,,230,120.09633404716406,14,afternoon,1,1,0
Yasak Aşk,Gökhan Abur,classic turkish pop,,252,113.45421164210148,3,night,1,1,0
Sailor’s Tale,Alien Planetscapes,deep space rock,,256,118.35585294111252,92,evening,0,0,0
Yo Quiero Bailar,Ivy Queen,reggaeton flow,"Reggaeton, Ivy Queen",265,118.67455561191996,72,evening,1,1,0
Sex On Drugs - Original,"Amnesia, Dino Lenny",new beat,,235,114.44983455176808,26,afternoon,0,0,0
Do U?,Do Or Die,gangster rap,"West Coast Rap, Rap I love, do or die",203,116.11805905999348,25,night,0,1,0
Apologize,OneRepublic,piano rock,"alternative, pop, rock",215,143.97970755757075,18,morning,1,0,0
D'alguna Manera,"Joan Isaac, Luis Eduardo Aute",catalan folk,,258,128.4137917191186,91,morning,1,0,0
Vuk,Zeneker Team,hungarian pop,,177,115.5677952295626,16,evening,1,0,0
Love Is Not A Fight,Warren Barfield,christian music,"inspirational, marriage, Love",224,130.45431606766104,42,afternoon,1,1,0
Trains And Boats And Planes,"Billy J. Kramer, The Dakotas",british invasion,,194,114.99270765365983,40,afternoon,0,1,0
A Nightingale Sang in Berkeley Square,Joe Loss & His Orchestra,ballroom,,211,137.59686956379963,41,morning,0,0,0
You Bad,Wande Coal Ft D'Banj,afrobeats,"afrohiphop, naija, naijasoundz",261,125.5446328829714,49,night,1,1,0
Awakening,Nocturnal Rites,progressive metal,"Power metal, heavy metal",217,118.39046783993656,83,night,0,0,0
Fade Away,Trevor Something,vaporwave,new retro wave,211,126.71575388715416,39,morning,0,0,0
Rivers of Babylon - Long Version,The Melodians,dub,,155,96.4368577189725,38,morning,1,1,0
Blame It,"Jamie Foxx, T-Pain",neo soul,"jamie foxx, rnb",239,103.09848796635292,22,afternoon,0,1,0
We're All in This Together - Remix Single Version,"Gabby Young, Other Animals",ectofolk,,235,102.09112490401417,95,night,0,1,0
Spaan,Bocksholm,dark ambient,"neofolk, apocalyptic folk, neoclassical, martial industrial, nox-aeternus",296,122.1441464214556,51,morning,1,0,0
Gravity,"Danny Casseau, Trax-x",re:techno,,197,145.98772499227638,46,morning,0,0,0
Incêndio no Canavial,Ulisses & Moisés,sertanejo universitario,,218,153.46950219288948,62,evening,1,1,1
Call Me Maybe,Jess Moskaluke,canadian country,,219,129.57076652161135,96,morning,0,0,0
"Aja Hiljaa, Isi",Sini Paananen,musiikkia lapsille,,273,127.51266712416684,68,morning,1,1,0
Going to Canada,Joe Louis Walker,electric blues,,206,92.98413398770892,42,night,0,0,1
Ich bin die Hexe Wackelzahn (Lied 1),Bernhard Lins,kindermusik,,221,111.85989300398968,47,afternoon,0,1,0
Rocket,Horthy,solipsynthm,,234,108.1832437213764,33,night,1,1,1
Masters Of The Universe,UX,goa trance,"ux, Masters of universe, trance",217,110.68728602623328,39,afternoon,1,0,1
Mitt guld,Pernilla Andersson,barnmusik,,192,117.47784272122816,74,evening,1,1,0
Madhouse,Anthrax,funk rock,"thrash metal, metal",217,112.91864133454308,60,morning,1,1,0
Falling Down,Pallas,neo-progressive,"Progressive rock, rock",252,90.3105028443632,49,evening,0,0,0
Jesus Hitler,Carnivore,speed metal,"thrash metal, metal",168,131.218653841763,66,afternoon,0,1,0
Kanoo Mardan,"Humera Arshad, Simon Nandhra",pakistani pop,,215,103.9088546139029,61,night,0,0,0
The Architecture of Melancholy,Peter Bjärgö,neoclassical,"friendsofthekingofrummelpop, neoclassical, dark ambient, ethereal",181,123.58870296166724,57,night,1,1,0
"Capri, c'est fini",Serge Laprade,chanson quebecois,,257,151.1112400462496,32,evening,0,0,0
Anti-Matter,Black Dubstep Express,dubstep product,,149,106.20923112620363,74,afternoon,0,1,0
Lighthouse - Radio Edit,Nicky Romero,tropical house,"gym, beautiful, nicky romero, musicbox, love at first listen",187,82.04568715880505,15,evening,1,1,0
Olanla Olunmaz,Büyük Ev Ablukada,turkish rock,"alternative rock, indie, turkish music",225,115.70993667179832,81,evening,1,1,0
Det gör ont,"Orup, M.A. Numminen",swedish pop,,272,136.51439452497857,93,morning,0,1,0
Je Ne Suis Qu'à Moi,Zofka,acid jazz,"Smoothly Sexy Sounding, 1st Vine, electrocool",207,149.3752118133089,47,evening,1,0,0
My Mistake,Everyday Tragedy,deep pop emo,,187,101.55675608321374,9,morning,0,0,1
Hatred from the Core: Tempus Incognito,Hegemon,cryptic black metal,,285,127.45048834854782,81,morning,0,0,1
Clamor De Dios,Orquesta Zodiac,latin jazz,,152,113.0203431482992,37,night,1,0,0
Portrait of Tenderness [Chobits],Dale North & Mustin,gamecore,,122,118.41077468543796,18,morning,0,0,0
Nottamun Town,Mountain Home,new weird america,neofolk,227,159.66515020525551,35,morning,1,0,0
Quédate Conmigo - Radio Edit,Ander & Jake,electro bailando,,189,97.4554450740727,58,night,1,0,0
November,Christie Front Drive,post-hardcore,"emo, indie",169,123.8060949224186,62,evening,0,1,0
Recollect,Junes Not Faking,deep pop punk,,238,127.01539757648148,76,afternoon,0,1,0
"Denkst du, Ilona, an Barcelona","Max Mensing, Internationales Deutsch-Spanisches Tangoorchester",vintage schlager,,219,136.28679487409022,45,afternoon,0,1,1
Unravel (Tokyo Ghoul),PelleK,otacore,,187,121.46974730206342,2,afternoon,1,1,0
Pedaço de Nada,Elo Da Corrente,brazilian hip hop,,158,124.62075809256152,73,evening,0,0,0
Diamonds in the Sun,"Girish, Donna De Lory, Hans Christian, Mario Abney, Jeremy Ruzumna, James Harrah",nepali,,244,114.12527148867314,64,morning,1,0,0
Forever Friends,Fiona Fung,cantopop,"Fiona Fung, nice, soft",236,124.0369041186766,90,afternoon,1,0,0
Cocktails - Radio Mix,Oliver Breidenbach,chill-out trance,,206,114.85211586753884,7,evening,0,1,0
Pink Noise And 3 Hertz Delta Wave For Deepest Sleep,Binaural Beat Therapy,sleep,,283,129.32357834784077,50,morning,1,0,0
I Am The Changer,Cotton Jones,indie garage rock,psychedelic folk,167,114.45584495934548,80,night,0,1,0
Shades,Trevor Bastow,spytrack,,148,125.6565059085328,72,afternoon,0,0,0
Wilder Than Her,Fred Eaglesmith,texas country,"americana, Alt-country, folk",182,119.56105779472531,5,morning,0,0,0
Song 'Tonight's Lovely',Hussein Al A'dhami,arab folk,,208,136.89075376158252,88,afternoon,0,0,0
Mantera Cinta,Ibnor Riza,malaysian pop,,219,119.22909414617271,38,afternoon,0,0,0
Sono solo parole,Noemi,italian arena pop,"italian, Noemi - Sono solo parole",200,93.40451297689678,59,afternoon,0,1,0
Dis Manibvs,Imperium Dekadenz,viking metal,,224,138.92882251070986,27,morning,0,1,0
Death In the Arena,Rupie Martin's All Stars,skinhead reggae,"skinhead reggae, ska",159,106.41401548706072,96,evening,1,0,0
Bad Enough,"Alexis Ayaana, Quavo",deep pop r&b,,267,110.1935049202677,53,morning,0,1,0
Summertime,Rosinha De Valença,bossa nova,"chillout, lounge, groove, guitar",206,111.06508058934762,36,afternoon,1,0,0
I'm In Love - Rasmus Faber Epic Instrumental,"Studio Apartment, Ron Carroll",japanese jazztronica,,254,140.61657139756227,8,morning,1,0,0
São Jorge,Metá Metá,mpb,,223,87.96488679031957,81,night,1,0,0
No Sun,White Birds,etherpop,,228,167.0662280048999,55,evening,0,0,0
Limbo Rock,Limbo Rock DJ's,nursery,,232,135.8408521359908,58,morning,1,1,1
Bitches & Ho's,Da Bootleggers,jumpstyle,"jumpstyle, hardstyle",227,123.3485837119374,84,night,1,0,0
She Speeds,Straitjacket Fits,kiwi rock,"NZ Music, nz, indie",235,119.1765899907557,1,evening,0,0,0
Basement,Neil Nessel,ghoststep,,263,124.28331112286486,60,night,0,1,0
What's the Algorithm?,Pedicab,opm,,217,127.81683642569008,57,evening,1,0,0
Nico,Rebecca Schiffman,ectofolk,,238,129.67823378925087,59,morning,0,1,0
Fight Me,McAlister Kemp,australian country,,206,128.33406699005172,39,night,0,0,1
Pleeze (feat. Nipsey Hussle),"Dom Kennedy, Nipsey Hussle",southern hip hop,,267,121.34371021882872,35,afternoon,0,0,0
Malalts del cel,Sisa,catalan folk,,182,117.03992369539012,36,night,0,0,0
Dulce Veneno,Latin Life,duranguense,,282,117.73090074519732,78,evening,1,0,1
Cars and Aeroplanes,Brazil Exists,scottish rock,,208,117.0763757947098,91,morning,0,0,1
Haïti,"Jacques Sauveur Jean, EDEN",kompa,,152,137.00655145300595,17,evening,0,0,0
I'll Hear You Pray,Dare,melodic hard rock,,215,128.90335083421292,97,night,0,1,0
Echoes,The Rapture,dance-punk,"Misfits, indie",182,75.8941704800358,62,night,1,0,0
Wanna Go Down,Marco Lys,funky tech house,,243,129.8385116479464,21,afternoon,1,1,0
La Potra Zaina,Juan Vicente Torrealba,classic venezuelan pop,,183,122.92104292078162,10,morning,0,1,0
Cariñito / Vagabundo Soy / Enamorado de Mi Suegra / Para Que Llorar para Que Sufrir / No Me Pregunten Como Es Mi Muchacha,Los Vikings 5,chilean rock,,192,119.71936865331152,57,morning,0,0,1
Pale Amande Si Abeau,Szapora,balkan brass,,134,114.17222320366672,56,night,1,1,0
Boat Builders,A Wilhelm Scream,melodic hardcore,"a wilhelm scream, skate punk, melodic hardcore",191,136.8616907997902,76,morning,0,0,0
I Want Your Soul,"Playtek, Cerebellum Withdrawal",deep darkpsy,,113,134.21289693184286,3,afternoon,0,1,0
Megünnepelni Jó,hiperkarma,hungarian rock,,146,108.40683498264586,85,evening,1,0,0
Perasmenes Mou Agapes - 2004 Digital Remaster,Meri Lida,entehno,,240,126.10578430686805,6,morning,0,1,0
わたしは光,田中理恵(ひかり),anime cv,,241,105.42514898188072,60,night,0,1,0
Scars,Kandia,gothic alternative,,227,99.30572752816605,53,evening,1,0,0
Monarch,Ethernet,warm drone,,171,110.59924163115052,87,evening,1,1,0
Mirror Messiah,Black Pyramid,stoner metal,"doom metal, stoner doom",208,132.9359020857414,67,afternoon,0,0,0
Candyskin,Fire Engines,no wave,"post-punk, 80s, John Peel",209,134.2968756806413,91,night,1,0,0
Randomness,Olga Bell,fluxwork,"dance-pop, art pop, electropop",163,127.6962813014594,78,morning,0,0,0
Vores Kamp,"Musti & Amin, Gigasus",danish hip hop,,270,130.87643680271995,0,night,0,0,0
Auwaldschatten 1,Graumahd,neofolk,neofolk,245,127.74267430672438,54,evening,0,0,0
Never Hurt You,The Telescopes,psych gaze,oxygen,201,110.37777607165572,2,night,1,1,0
None But Me,Christian Forshaw,saxophone,,211,126.47883817010911,77,morning,1,1,0
Closer,Casablanca,swedish hard rock,,218,132.00614287841523,37,morning,0,1,0
7 Stone,Jaggery,steampunk,"jaggery, 00s, Favourites, ed, interesting",128,131.3143699472036,0,afternoon,0,0,0
Start A Fire,Unspoken,worship,"christian, praise",200,137.83370057211965,37,morning,1,1,0
Loyalty (feat. Dee Cisneros),"Conspiracy, Sneaks, Dee Cisneros",bay area hip hop,,182,130.62455770801597,84,morning,1,1,1
Gotta Get Out,Court Martial,anarcho-punk,"punk, uk82, old-school punk",169,125.27172311312374,28,night,1,1,0
Le monde,M. Pokora,french pop,"Song Festival Second Chance 2, hit, loveatfirstenlisten, beautiful, sad",198,136.0522535747464,4,night,0,1,0
Madalena do Jucu,"Luís Represas, Martinho Da Vila",portuguese rock,,281,119.6021811112641,73,evening,1,1,0
All American Man,Cowboy Mouth,alternative roots rock,"Sons of Anarchy, soa, good chord progressions, Sons of Anarchy soundtrack, hard rock",235,106.77188023158423,91,afternoon,1,0,0
I Believed In You - Original Mix,Kyshido,deep liquid,,187,117.55399554084354,20,night,0,0,1
Safe,Modrec,greek indie,,232,108.82646032790326,70,morning,0,1,0
